blockchain,date,safe_txs
gnosis,2023-04-18 00:00:00.000 UTC,5732
gnosis,2023-04-19 00:00:00.000 UTC,4908
gnosis,2023-04-20 00:00:00.000 UTC,5958
gnosis,2023-04-21 00:00:00.000 UTC,3975
gnosis,2023-04-22 00:00:00.000 UTC,3596
gnosis,2023-04-23 00:00:00.000 UTC,3485
gnosis,2023-04-24 00:00:00.000 UTC,3715
gnosis,2023-04-25 00:00:00.000 UTC,3313
gnosis,2023-04-26 00:00:00.000 UTC,3394
gnosis,2023-04-27 00:00:00.000 UTC,1049
gnosis,2023-04-28 00:00:00.000 UTC,805
gnosis,2023-04-29 00:00:00.000 UTC,686
gnosis,2023-04-30 00:00:00.000 UTC,542
gnosis,2023-05-01 00:00:00.000 UTC,924
gnosis,2023-05-02 00:00:00.000 UTC,909
gnosis,2023-05-03 00:00:00.000 UTC,1353
gnosis,2023-05-04 00:00:00.000 UTC,696
gnosis,2023-05-05 00:00:00.000 UTC,847
gnosis,2023-05-06 00:00:00.000 UTC,459
gnosis,2023-05-07 00:00:00.000 UTC,832
gnosis,2023-05-08 00:00:00.000 UTC,666
gnosis,2023-05-09 00:00:00.000 UTC,518
gnosis,2023-05-10 00:00:00.000 UTC,634
gnosis,2023-05-11 00:00:00.000 UTC,664
gnosis,2023-05-12 00:00:00.000 UTC,792
gnosis,2023-05-13 00:00:00.000 UTC,548
gnosis,2023-05-14 00:00:00.000 UTC,1423
gnosis,2023-05-15 00:00:00.000 UTC,824
gnosis,2023-05-16 00:00:00.000 UTC,601
gnosis,2023-05-17 00:00:00.000 UTC,807
gnosis,2023-05-18 00:00:00.000 UTC,431
gnosis,2023-05-19 00:00:00.000 UTC,653
gnosis,2023-05-20 00:00:00.000 UTC,230
gnosis,2023-05-21 00:00:00.000 UTC,238
gnosis,2023-05-22 00:00:00.000 UTC,499
gnosis,2023-05-23 00:00:00.000 UTC,606
gnosis,2023-05-24 00:00:00.000 UTC,576
gnosis,2023-05-25 00:00:00.000 UTC,550
gnosis,2023-05-26 00:00:00.000 UTC,632
gnosis,2023-05-27 00:00:00.000 UTC,390
gnosis,2023-05-28 00:00:00.000 UTC,371
gnosis,2023-05-29 00:00:00.000 UTC,710
gnosis,2023-05-30 00:00:00.000 UTC,595
gnosis,2023-05-31 00:00:00.000 UTC,690
gnosis,2023-06-01 00:00:00.000 UTC,449
gnosis,2023-06-02 00:00:00.000 UTC,585
gnosis,2023-06-03 00:00:00.000 UTC,328
gnosis,2023-06-04 00:00:00.000 UTC,476
gnosis,2023-06-05 00:00:00.000 UTC,727
gnosis,2023-06-06 00:00:00.000 UTC,656
gnosis,2023-06-07 00:00:00.000 UTC,1315
gnosis,2023-06-08 00:00:00.000 UTC,724
gnosis,2023-06-09 00:00:00.000 UTC,727
gnosis,2023-06-10 00:00:00.000 UTC,400
gnosis,2023-06-11 00:00:00.000 UTC,442
gnosis,2023-06-12 00:00:00.000 UTC,865
gnosis,2023-06-13 00:00:00.000 UTC,600
gnosis,2023-06-14 00:00:00.000 UTC,774
gnosis,2023-06-15 00:00:00.000 UTC,473
gnosis,2023-06-16 00:00:00.000 UTC,651
gnosis,2023-06-17 00:00:00.000 UTC,362
gnosis,2023-06-18 00:00:00.000 UTC,460
gnosis,2023-06-19 00:00:00.000 UTC,719
gnosis,2023-06-20 00:00:00.000 UTC,511
gnosis,2023-06-21 00:00:00.000 UTC,569
gnosis,2023-06-22 00:00:00.000 UTC,432
gnosis,2023-06-23 00:00:00.000 UTC,546
gnosis,2023-06-24 00:00:00.000 UTC,297
gnosis,2023-06-25 00:00:00.000 UTC,315
gnosis,2023-06-26 00:00:00.000 UTC,830
gnosis,2023-06-27 00:00:00.000 UTC,546
gnosis,2023-06-28 00:00:00.000 UTC,626
gnosis,2023-06-29 00:00:00.000 UTC,514
gnosis,2023-06-30 00:00:00.000 UTC,1129
gnosis,2023-07-01 00:00:00.000 UTC,349
gnosis,2023-07-02 00:00:00.000 UTC,696
gnosis,2023-07-03 00:00:00.000 UTC,941
gnosis,2023-07-04 00:00:00.000 UTC,1406
gnosis,2023-07-05 00:00:00.000 UTC,1290
gnosis,2023-07-06 00:00:00.000 UTC,1247
gnosis,2023-07-07 00:00:00.000 UTC,1679
gnosis,2023-07-08 00:00:00.000 UTC,1162
gnosis,2023-07-09 00:00:00.000 UTC,1463
gnosis,2023-07-10 00:00:00.000 UTC,1429
gnosis,2023-07-11 00:00:00.000 UTC,1580
gnosis,2023-07-12 00:00:00.000 UTC,1420
gnosis,2023-07-13 00:00:00.000 UTC,1673
gnosis,2023-07-14 00:00:00.000 UTC,772
gnosis,2023-07-15 00:00:00.000 UTC,1518
gnosis,2023-07-16 00:00:00.000 UTC,2100
gnosis,2023-07-17 00:00:00.000 UTC,1220
gnosis,2023-07-18 00:00:00.000 UTC,1376
gnosis,2023-07-19 00:00:00.000 UTC,1194
gnosis,2023-07-20 00:00:00.000 UTC,2245
gnosis,2023-07-21 00:00:00.000 UTC,1047
gnosis,2023-07-22 00:00:00.000 UTC,761
gnosis,2023-07-23 00:00:00.000 UTC,339
gnosis,2023-07-24 00:00:00.000 UTC,949
gnosis,2023-07-25 00:00:00.000 UTC,1051
gnosis,2023-07-26 00:00:00.000 UTC,1038
gnosis,2023-07-27 00:00:00.000 UTC,879
gnosis,2023-07-28 00:00:00.000 UTC,1543
gnosis,2023-07-29 00:00:00.000 UTC,643
gnosis,2023-07-30 00:00:00.000 UTC,392
gnosis,2023-07-31 00:00:00.000 UTC,1000
gnosis,2023-08-01 00:00:00.000 UTC,1506
gnosis,2023-08-02 00:00:00.000 UTC,1193
gnosis,2023-08-03 00:00:00.000 UTC,858
gnosis,2023-08-04 00:00:00.000 UTC,1358
gnosis,2023-08-05 00:00:00.000 UTC,641
gnosis,2023-08-06 00:00:00.000 UTC,337
gnosis,2023-08-07 00:00:00.000 UTC,984
gnosis,2023-08-08 00:00:00.000 UTC,661
gnosis,2023-08-09 00:00:00.000 UTC,987
gnosis,2023-08-10 00:00:00.000 UTC,765
gnosis,2023-08-11 00:00:00.000 UTC,1066
gnosis,2023-08-12 00:00:00.000 UTC,428
optimism,2023-04-14 00:00:00.000 UTC,408
optimism,2023-04-15 00:00:00.000 UTC,371
optimism,2023-04-16 00:00:00.000 UTC,205
optimism,2023-04-17 00:00:00.000 UTC,182
optimism,2023-04-18 00:00:00.000 UTC,140
optimism,2023-04-19 00:00:00.000 UTC,132
optimism,2023-04-20 00:00:00.000 UTC,116
optimism,2023-04-21 00:00:00.000 UTC,150
optimism,2023-04-22 00:00:00.000 UTC,112
optimism,2023-04-23 00:00:00.000 UTC,69
optimism,2023-04-24 00:00:00.000 UTC,183
optimism,2023-04-25 00:00:00.000 UTC,247
optimism,2023-04-26 00:00:00.000 UTC,220
optimism,2023-04-27 00:00:00.000 UTC,240
optimism,2023-04-28 00:00:00.000 UTC,168
optimism,2023-04-29 00:00:00.000 UTC,132
optimism,2023-04-30 00:00:00.000 UTC,110
optimism,2023-05-01 00:00:00.000 UTC,181
optimism,2023-05-02 00:00:00.000 UTC,194
optimism,2023-05-03 00:00:00.000 UTC,221
optimism,2023-05-04 00:00:00.000 UTC,493
optimism,2023-05-05 00:00:00.000 UTC,240
optimism,2023-05-06 00:00:00.000 UTC,168
optimism,2023-05-07 00:00:00.000 UTC,74
optimism,2023-05-08 00:00:00.000 UTC,132
optimism,2023-05-09 00:00:00.000 UTC,177
optimism,2023-05-10 00:00:00.000 UTC,160
optimism,2023-05-11 00:00:00.000 UTC,148
optimism,2023-05-12 00:00:00.000 UTC,171
optimism,2023-05-13 00:00:00.000 UTC,88
optimism,2023-05-14 00:00:00.000 UTC,100
optimism,2023-05-15 00:00:00.000 UTC,133
optimism,2023-05-16 00:00:00.000 UTC,217
optimism,2023-05-17 00:00:00.000 UTC,701
optimism,2023-05-18 00:00:00.000 UTC,274
optimism,2023-05-19 00:00:00.000 UTC,242
optimism,2023-05-20 00:00:00.000 UTC,429
optimism,2023-05-21 00:00:00.000 UTC,229
optimism,2023-05-22 00:00:00.000 UTC,152
optimism,2023-05-23 00:00:00.000 UTC,259
optimism,2023-05-24 00:00:00.000 UTC,259
optimism,2023-05-25 00:00:00.000 UTC,183
optimism,2023-05-26 00:00:00.000 UTC,176
optimism,2023-05-27 00:00:00.000 UTC,55
optimism,2023-05-28 00:00:00.000 UTC,195
optimism,2023-05-29 00:00:00.000 UTC,297
optimism,2023-05-30 00:00:00.000 UTC,281
optimism,2023-05-31 00:00:00.000 UTC,353
optimism,2023-06-01 00:00:00.000 UTC,381
optimism,2023-06-02 00:00:00.000 UTC,262
optimism,2023-06-03 00:00:00.000 UTC,170
optimism,2023-06-04 00:00:00.000 UTC,88
optimism,2023-06-05 00:00:00.000 UTC,320
optimism,2023-06-06 00:00:00.000 UTC,178
optimism,2023-06-07 00:00:00.000 UTC,1776
optimism,2023-06-08 00:00:00.000 UTC,2894
optimism,2023-06-09 00:00:00.000 UTC,258
optimism,2023-06-10 00:00:00.000 UTC,252
optimism,2023-06-11 00:00:00.000 UTC,207
optimism,2023-06-12 00:00:00.000 UTC,230
optimism,2023-06-13 00:00:00.000 UTC,303
optimism,2023-06-14 00:00:00.000 UTC,442
optimism,2023-06-15 00:00:00.000 UTC,377
optimism,2023-06-16 00:00:00.000 UTC,1108
optimism,2023-06-17 00:00:00.000 UTC,2078
optimism,2023-06-18 00:00:00.000 UTC,198
optimism,2023-06-19 00:00:00.000 UTC,390
optimism,2023-06-20 00:00:00.000 UTC,724
optimism,2023-06-21 00:00:00.000 UTC,1558
optimism,2023-06-22 00:00:00.000 UTC,352
optimism,2023-06-23 00:00:00.000 UTC,445
optimism,2023-06-24 00:00:00.000 UTC,288
optimism,2023-06-25 00:00:00.000 UTC,368
optimism,2023-06-26 00:00:00.000 UTC,463
optimism,2023-06-27 00:00:00.000 UTC,3209
optimism,2023-06-28 00:00:00.000 UTC,3063
optimism,2023-06-29 00:00:00.000 UTC,4140
optimism,2023-06-30 00:00:00.000 UTC,1585
optimism,2023-07-01 00:00:00.000 UTC,135
optimism,2023-07-02 00:00:00.000 UTC,1619
optimism,2023-07-03 00:00:00.000 UTC,3536
optimism,2023-07-04 00:00:00.000 UTC,3810
optimism,2023-07-05 00:00:00.000 UTC,1369
optimism,2023-07-06 00:00:00.000 UTC,682
optimism,2023-07-07 00:00:00.000 UTC,381
optimism,2023-07-08 00:00:00.000 UTC,495
optimism,2023-07-09 00:00:00.000 UTC,563
optimism,2023-07-10 00:00:00.000 UTC,2548
optimism,2023-07-11 00:00:00.000 UTC,1303
optimism,2023-07-12 00:00:00.000 UTC,2560
optimism,2023-07-13 00:00:00.000 UTC,1250
optimism,2023-07-14 00:00:00.000 UTC,1134
optimism,2023-07-15 00:00:00.000 UTC,1048
optimism,2023-07-16 00:00:00.000 UTC,1086
optimism,2023-07-17 00:00:00.000 UTC,1467
optimism,2023-07-18 00:00:00.000 UTC,1722
optimism,2023-07-19 00:00:00.000 UTC,1050
optimism,2023-07-20 00:00:00.000 UTC,950
optimism,2023-07-21 00:00:00.000 UTC,5587
optimism,2023-07-22 00:00:00.000 UTC,10167
optimism,2023-07-23 00:00:00.000 UTC,10261
optimism,2023-07-24 00:00:00.000 UTC,8134
optimism,2023-07-25 00:00:00.000 UTC,11094
optimism,2023-07-26 00:00:00.000 UTC,7119
optimism,2023-07-27 00:00:00.000 UTC,11045
optimism,2023-07-28 00:00:00.000 UTC,10360
optimism,2023-07-29 00:00:00.000 UTC,8806
optimism,2023-07-30 00:00:00.000 UTC,7187
optimism,2023-07-31 00:00:00.000 UTC,7307
optimism,2023-08-01 00:00:00.000 UTC,8273
optimism,2023-08-02 00:00:00.000 UTC,7303
optimism,2023-08-03 00:00:00.000 UTC,6408
optimism,2023-08-04 00:00:00.000 UTC,6071
optimism,2023-08-05 00:00:00.000 UTC,5884
optimism,2023-08-06 00:00:00.000 UTC,5379
optimism,2023-08-07 00:00:00.000 UTC,3239
optimism,2023-08-08 00:00:00.000 UTC,4946
optimism,2023-08-09 00:00:00.000 UTC,4165
optimism,2023-08-10 00:00:00.000 UTC,3781
optimism,2023-08-11 00:00:00.000 UTC,3558
optimism,2023-08-12 00:00:00.000 UTC,2573
polygon,2023-04-14 00:00:00.000 UTC,32778
polygon,2023-04-15 00:00:00.000 UTC,27763
polygon,2023-04-16 00:00:00.000 UTC,22769
polygon,2023-04-17 00:00:00.000 UTC,25257
polygon,2023-04-18 00:00:00.000 UTC,22002
polygon,2023-04-19 00:00:00.000 UTC,20149
polygon,2023-04-20 00:00:00.000 UTC,25215
polygon,2023-04-21 00:00:00.000 UTC,25757
polygon,2023-04-22 00:00:00.000 UTC,23413
polygon,2023-04-23 00:00:00.000 UTC,20653
polygon,2023-04-24 00:00:00.000 UTC,20686
polygon,2023-04-25 00:00:00.000 UTC,22227
polygon,2023-04-26 00:00:00.000 UTC,26191
polygon,2023-04-27 00:00:00.000 UTC,21130
polygon,2023-04-28 00:00:00.000 UTC,15857
polygon,2023-04-29 00:00:00.000 UTC,18604
polygon,2023-04-30 00:00:00.000 UTC,19907
polygon,2023-05-01 00:00:00.000 UTC,22706
polygon,2023-05-02 00:00:00.000 UTC,23755
polygon,2023-05-03 00:00:00.000 UTC,23065
polygon,2023-05-04 00:00:00.000 UTC,23756
polygon,2023-05-05 00:00:00.000 UTC,22930
polygon,2023-05-06 00:00:00.000 UTC,21735
polygon,2023-05-07 00:00:00.000 UTC,19758
polygon,2023-05-08 00:00:00.000 UTC,24381
polygon,2023-05-09 00:00:00.000 UTC,28049
polygon,2023-05-10 00:00:00.000 UTC,36557
polygon,2023-05-11 00:00:00.000 UTC,30512
polygon,2023-05-12 00:00:00.000 UTC,28594
polygon,2023-05-13 00:00:00.000 UTC,26977
polygon,2023-05-14 00:00:00.000 UTC,24135
polygon,2023-05-15 00:00:00.000 UTC,32118
polygon,2023-05-16 00:00:00.000 UTC,32009
polygon,2023-05-17 00:00:00.000 UTC,30759
polygon,2023-05-18 00:00:00.000 UTC,28579
polygon,2023-05-19 00:00:00.000 UTC,24021
polygon,2023-05-20 00:00:00.000 UTC,25494
polygon,2023-05-21 00:00:00.000 UTC,26589
polygon,2023-05-22 00:00:00.000 UTC,29681
polygon,2023-05-23 00:00:00.000 UTC,32814
polygon,2023-05-24 00:00:00.000 UTC,33361
polygon,2023-05-25 00:00:00.000 UTC,30931
polygon,2023-05-26 00:00:00.000 UTC,28797
polygon,2023-05-27 00:00:00.000 UTC,19288
polygon,2023-05-28 00:00:00.000 UTC,31870
polygon,2023-05-29 00:00:00.000 UTC,34718
polygon,2023-05-30 00:00:00.000 UTC,33534
polygon,2023-05-31 00:00:00.000 UTC,27962
polygon,2023-06-01 00:00:00.000 UTC,30255
polygon,2023-06-02 00:00:00.000 UTC,30879
polygon,2023-06-03 00:00:00.000 UTC,25860
polygon,2023-06-04 00:00:00.000 UTC,22850
polygon,2023-06-05 00:00:00.000 UTC,24465
polygon,2023-06-06 00:00:00.000 UTC,33391
polygon,2023-06-07 00:00:00.000 UTC,30164
polygon,2023-06-08 00:00:00.000 UTC,27504
polygon,2023-06-09 00:00:00.000 UTC,25903
polygon,2023-06-10 00:00:00.000 UTC,26255
polygon,2023-06-11 00:00:00.000 UTC,26666
polygon,2023-06-12 00:00:00.000 UTC,28174
polygon,2023-06-13 00:00:00.000 UTC,28221
polygon,2023-06-14 00:00:00.000 UTC,30369
polygon,2023-06-15 00:00:00.000 UTC,28017
polygon,2023-06-16 00:00:00.000 UTC,21357
polygon,2023-06-17 00:00:00.000 UTC,31281
polygon,2023-06-18 00:00:00.000 UTC,22351
polygon,2023-06-19 00:00:00.000 UTC,30268
polygon,2023-06-20 00:00:00.000 UTC,34891
polygon,2023-06-21 00:00:00.000 UTC,37709
polygon,2023-06-22 00:00:00.000 UTC,30640
polygon,2023-06-23 00:00:00.000 UTC,31961
polygon,2023-06-24 00:00:00.000 UTC,28543
polygon,2023-06-25 00:00:00.000 UTC,28433
polygon,2023-06-26 00:00:00.000 UTC,28361
polygon,2023-06-27 00:00:00.000 UTC,33844
polygon,2023-06-28 00:00:00.000 UTC,29307
polygon,2023-06-29 00:00:00.000 UTC,28692
polygon,2023-06-30 00:00:00.000 UTC,30821
polygon,2023-07-01 00:00:00.000 UTC,29074
polygon,2023-07-02 00:00:00.000 UTC,26920
polygon,2023-07-03 00:00:00.000 UTC,33940
polygon,2023-07-04 00:00:00.000 UTC,33439
polygon,2023-07-05 00:00:00.000 UTC,30646
polygon,2023-07-06 00:00:00.000 UTC,27193
polygon,2023-07-07 00:00:00.000 UTC,29609
polygon,2023-07-08 00:00:00.000 UTC,43675
polygon,2023-07-09 00:00:00.000 UTC,56306
polygon,2023-07-10 00:00:00.000 UTC,55521
polygon,2023-07-11 00:00:00.000 UTC,44626
polygon,2023-07-12 00:00:00.000 UTC,36016
polygon,2023-07-13 00:00:00.000 UTC,33702
polygon,2023-07-14 00:00:00.000 UTC,27978
polygon,2023-07-15 00:00:00.000 UTC,26152
polygon,2023-07-16 00:00:00.000 UTC,23615
polygon,2023-07-17 00:00:00.000 UTC,33578
polygon,2023-07-18 00:00:00.000 UTC,34737
polygon,2023-07-19 00:00:00.000 UTC,26033
polygon,2023-07-20 00:00:00.000 UTC,24594
polygon,2023-07-21 00:00:00.000 UTC,34748
polygon,2023-07-22 00:00:00.000 UTC,48509
polygon,2023-07-23 00:00:00.000 UTC,37676
polygon,2023-07-24 00:00:00.000 UTC,50800
polygon,2023-07-25 00:00:00.000 UTC,55578
polygon,2023-07-26 00:00:00.000 UTC,56423
polygon,2023-07-27 00:00:00.000 UTC,45801
polygon,2023-07-28 00:00:00.000 UTC,24032
polygon,2023-07-29 00:00:00.000 UTC,18292
polygon,2023-07-30 00:00:00.000 UTC,16088
polygon,2023-07-31 00:00:00.000 UTC,15644
polygon,2023-08-01 00:00:00.000 UTC,18948
polygon,2023-08-02 00:00:00.000 UTC,17346
polygon,2023-08-03 00:00:00.000 UTC,14814
polygon,2023-08-04 00:00:00.000 UTC,14046
polygon,2023-08-05 00:00:00.000 UTC,14861
polygon,2023-08-06 00:00:00.000 UTC,14153
polygon,2023-08-07 00:00:00.000 UTC,7733
polygon,2023-08-08 00:00:00.000 UTC,14025
polygon,2023-08-09 00:00:00.000 UTC,13526
polygon,2023-08-10 00:00:00.000 UTC,11977
polygon,2023-08-11 00:00:00.000 UTC,10635
polygon,2023-08-12 00:00:00.000 UTC,8275